@relation 'conscientiousness'
@attribute StatusNum numeric
@attribute AvgStatusShare numeric
@attribute MaxStatusShare numeric
@attribute AvgStatusCmt numeric
@attribute MaxStatusCmt numeric
@attribute StatusTimeDiff numeric
@attribute MinStatusTimeDiff numeric
@attribute StatusTextLength numeric
@attribute AvgStatusEmoticon numeric
@attribute BlogNum numeric
@attribute AvgBlogShare numeric
@attribute MaxBlogShare numeric
@attribute AvgBlogCmt numeric
@attribute MaxBlogCmt numeric
@attribute AvgBlogView numeric
@attribute MaxBlogView numeric
@attribute BlogTimeDiff numeric
@attribute MinBlogTimeDiff numeric
@attribute BlogTitleLength numeric
@attribute BlogTextLength numeric
@attribute PublicRatio numeric
@attribute AvgImg numeric
@attribute MaxImg numeric
@attribute ShareNum numeric
@attribute PhotoRatio numeric
@attribute BlogRatio numeric
@attribute VideoRatio numeric
@attribute OtherRatio numeric
@attribute AvgShareCmt numeric
@attribute MaxShareCmt numeric
@attribute ShareTimeDiff numeric
@attribute MinShareTimeDiff numeric
@attribute HanziRatio numeric
@attribute StarNum numeric
@attribute BasicInfo numeric
@attribute Education numeric
@attribute WorkNum numeric
@attribute LikeNum numeric
@attribute AppCount numeric
@attribute VisitorCount numeric
@attribute PageCount numeric
@attribute ZhanCount numeric
@attribute MusicCount numeric
@attribute MovieCount numeric
@attribute FriendCount numeric
@attribute FriendDensity numeric
@attribute score numeric
@data
143,0.3146853146853147,6,7.9020979020979025,66,1500752.676056338,5,33.70629370629371,0.24475524475524477,10,0.0,0,11.1,19,129.3,360,1573214.7777777778,244167,12.4,2496.6,1.0,11.4,76,155,0.3032258064516129,0.45161290322580644,0.10967741935483871,0.13548387096774195,2.7161290322580647,38,1289868.5,22,1.0,1,3,3,1,0,26,2191,26,6,0,0,538,0.0,0.833
894,0.07046979865771812,5,5.559284116331096,91,200112.81522956328,20,23.768456375838927,0.0592841163310962,11,0.09090909090909091,1,14.0,36,52.18181818181818,203,8149029.9,587,6.909090909090909,323.27272727272725,1.0,3.4545454545454546,8,337,0.26706231454005935,0.22255192878338279,0.29673590504451036,0.21364985163204747,1.6083086053412463,28,417151.1845238095,22,1.0,0,0,0,0,0,0,3734,17,0,0,0,340,0.0,0.5
342,0.260233918128655,4,6.143274853801169,41,480388.26099706744,57,32.514619883040936,0.1783625730994152,12,1.8333333333333333,13,12.333333333333334,49,49.416666666666664,106,5957352.909090909,173608,16.916666666666668,3972.9166666666665,1.0,4.083333333333333,28,373,0.28150134048257375,0.30831099195710454,0.28418230563002683,0.1260053619302949,1.3672922252010724,16,493287.11559139786,48,1.0,1,3,4,1,0,68,4655,67,1,0,0,540,0.0,0.639
800,0.71125,8,4.8175,45,72249.9299123905,43,16.90125,0.0525,77,6.688311688311688,389,11.662337662337663,89,206.5194805194805,5056,2526884.8552631577,77,11.675324675324676,1402.8051948051948,0.974025974025974,0.6233766233766234,8,2207,0.30629814227458085,0.5550521069324875,0.10647938377888537,0.032170367014046214,0.968282736746715,27,87153.04805077062,3,1.0,1,3,5,2,0,58,224987,13,2,1,0,1286,0.0,0.583
192,0.5729166666666666,14,10.364583333333334,68,618187.5602094241,93,38.4375,0.2760416666666667,9,4.888888888888889,15,14.444444444444445,35,113.88888888888889,213,8037327.5,89292,12.222222222222221,2180.8888888888887,1.0,3.111111111111111,8,327,0.1743119266055046,0.23853211009174313,0.5412844036697247,0.045871559633027525,1.27217125382263,28,522498.2208588957,28,1.0,1,3,7,0,0,65,9347,34,8,2,0,1238,0.0,0.639
14,0.6428571428571429,2,1.8571428571428572,9,1580921.0,51,16.714285714285715,0.35714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,0.0,0.0,0,46,0.6304347826086957,0.30434782608695654,0.06521739130434782,0.0,1.6304347826086956,16,750574.6888888889,7,1.0,1,0,0,0,0,0,2149,16,0,0,0,367,0.0,0.528
510,0.11764705882352941,3,2.511764705882353,45,317290.2671905697,4,29.51372549019608,0.013725490196078431,13,4.538461538461538,44,7.769230769230769,30,86.6923076923077,250,1.187399625E7,547785,13.692307692307692,3708.846153846154,0.9230769230769231,10.923076923076923,90,37,0.35135135135135137,0.4594594594594595,0.13513513513513514,0.05405405405405406,1.5945945945945945,10,3554476.9444444445,4,1.0,1,3,5,0,0,39,1302,19,0,0,0,230,0.0,0.667
1733,0.1933064050778996,7,8.27062896710906,175,89089.13625866051,8,39.64223889209463,0.5735718407386036,131,1.7099236641221374,58,15.15267175572519,79,85.95419847328245,535,1103358.4846153846,3174,14.290076335877863,3875.374045801527,0.8625954198473282,5.465648854961832,118,678,0.5693215339233039,0.2713864306784661,0.11209439528023599,0.0471976401179941,2.2669616519174043,41,222337.05022156573,4,0.25,0,3,4,0,7,69,27234,153,22,16,0,954,0.0,0.611
598,0.342809364548495,6,6.806020066889632,105,248304.18760469012,11,41.75083612040134,0.205685618729097,100,9.76,573,14.03,88,126.81,1876,891858.505050505,98,17.02,5349.59,1.0,1.68,27,1008,0.4107142857142857,0.35615079365079366,0.1498015873015873,0.08333333333333333,1.3283730158730158,87,154700.70804369415,1,1.0,0,3,4,0,0,0,15334,94,0,0,0,1467,0.0,0.722
569,0.3233743409490334,6,7.766256590509666,65,261681.84507042254,10,25.936731107205624,0.3022847100175747,22,2.6818181818181817,22,18.863636363636363,71,123.72727272727273,564,5852951.19047619,118620,15.818181818181818,3326.818181818182,0.7272727272727273,1.8181818181818181,11,1127,0.4108251996450754,0.3611357586512866,0.15882874889086068,0.06921029281277728,1.5838509316770186,31,129595.49023090587,8,1.0,0,3,4,0,7,58,15724,25,23,14,0,877,0.0,0.667
760,0.4855263157894737,8,3.9473684210526314,61,158497.70355731226,12,16.0,0.07105263157894737,2,37.0,63,19.0,27,284.0,407,9.1891563E7,91891563,19.0,4779.5,1.0,11.0,22,2300,0.3352173913043478,0.532608695652174,0.08695652173913043,0.04521739130434783,1.0369565217391303,45,52126.91170073945,2,1.0,1,3,6,0,0,0,4667,61,0,0,0,746,0.0,0.417
111,0.8378378378378378,5,3.873873873873874,71,1270719.4,48,9.81081081081081,0.16216216216216217,1,4.0,4,12.0,12,80.0,80,0.0,2147483647,20.0,2968.0,1.0,0.0,0,220,0.2727272727272727,0.5409090909090909,0.12272727272727273,0.06363636363636363,0.5409090909090909,18,649939.1369863014,8,1.0,1,0,6,0,7,0,1468,44,0,0,0,503,0.0,0.361
683,0.14494875549048317,4,9.446559297218155,138,230601.13196480938,90,31.095168374816986,0.12152269399707175,70,0.32857142857142857,8,24.428571428571427,97,73.11428571428571,205,1604209.0579710144,1741,11.614285714285714,5545.328571428571,0.9857142857142858,0.32857142857142857,12,356,0.34831460674157305,0.5393258426966292,0.0702247191011236,0.042134831460674156,2.390449438202247,44,386498.20281690144,16,1.0,1,3,4,0,7,64,10681,54,3,0,0,486,0.0,0.417
145,0.47586206896551725,15,5.089655172413793,40,235788.06944444444,8,33.62068965517241,0.23448275862068965,14,0.7857142857142857,11,14.5,69,81.92857142857143,162,4938555.153846154,77,13.571428571428571,2786.214285714286,1.0,0.0,0,331,0.5166163141993958,0.338368580060423,0.0755287009063444,0.06948640483383686,1.5105740181268883,25,351857.27575757576,5,1.0,0,3,4,0,0,102,52105,120,9,0,0,704,0.0,0.528
400,0.7375,5,2.1875,31,76372.61904761905,2,21.71,0.3275,6,0.6666666666666666,2,7.833333333333333,17,52.0,87,2.2314305E7,517372,9.0,2653.0,1.0,3.8333333333333335,11,1579,0.5376820772640912,0.25142495250158325,0.1773274224192527,0.03356554781507283,0.9886003799873337,23,92002.30988593157,2,0.2727272727272727,1,3,5,0,1,89,2712,66,18,0,0,750,0.0,0.333
387,0.2454780361757106,4,4.056847545219639,53,323222.7590673575,66,39.81653746770026,0.35400516795865633,34,66.32352941176471,1697,12.205882352941176,65,301.2352941176471,3929,1823651.8484848484,10825,18.705882352941178,4699.235294117647,0.9117647058823529,14.823529411764707,52,125,0.368,0.48,0.12,0.032,2.112,18,942080.5,219,1.0,1,3,2,0,1,0,12169,103,0,0,0,487,0.0,0.861
184,0.13043478260869565,3,3.657608695652174,43,848403.6612021858,171,13.38586956521739,0.3532608695652174,3,2.6666666666666665,7,7.333333333333333,21,62.666666666666664,91,9165708.0,1047964,7.0,9403.666666666666,1.0,0.0,0,151,0.2052980132450331,0.543046357615894,0.1390728476821192,0.11258278145695365,0.543046357615894,9,1024463.8333333334,6,1.0,1,3,5,0,2,34,1826,12,1,0,0,326,0.0,0.389
180,0.5777777777777777,5,8.194444444444445,64,817526.0837988827,108,38.016666666666666,0.16666666666666666,13,1.3846153846153846,4,19.923076923076923,55,56.07692307692308,152,1.0252461583333334E7,562699,9.384615384615385,5967.923076923077,1.0,0.38461538461538464,4,544,0.3290441176470588,0.6084558823529411,0.03860294117647059,0.02389705882352941,1.3051470588235294,33,283279.2946593002,14,1.0,1,3,0,0,0,54,3626,53,12,0,0,777,0.0,0.639
118,0.5338983050847458,3,4.135593220338983,31,1293874.9401709402,27,17.45762711864407,0.7966101694915254,4,4.75,10,20.5,38,179.25,340,3.5124935333333336E7,21491793,12.25,3341.75,1.0,36.5,130,115,0.5478260869565217,0.17391304347826086,0.25217391304347825,0.02608695652173913,1.9217391304347826,19,1331580.5263157894,74,1.0,1,3,3,0,8,0,4690,21,0,0,0,731,0.0,0.444
258,0.748062015503876,12,5.945736434108527,49,573610.4357976654,24,11.965116279069768,0.01937984496124031,0,0.0,0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,0.0,0.0,0,168,0.625,0.23214285714285715,0.07738095238095238,0.06547619047619048,1.5416666666666667,12,728029.5209580838,13,1.0,1,3,5,0,0,51,5170,9,0,0,0,785,0.0,0.444
1044,0.8649425287356322,7,2.7586206896551726,49,142056.64046021094,14,17.873563218390803,0.18582375478927204,43,4.069767441860465,108,14.837209302325581,124,82.55813953488372,848,2850007.3333333335,43,14.44186046511628,7318.418604651163,1.0,2.1627906976744184,32,1426,0.38218793828892006,0.5343618513323983,0.061009817671809255,0.02244039270687237,1.0946704067321178,28,102898.13614035088,2,0.3333333333333333,0,3,5,0,6,143,8734,101,33,0,0,757,0.0,0.556
474,1.0717299578059072,9,2.1940928270042193,53,244491.83720930232,10,10.405063291139241,0.16455696202531644,3,0.0,0,6.333333333333333,11,59.666666666666664,66,7651196.0,4980638,9.333333333333334,2321.6666666666665,1.0,0.0,0,844,0.3803317535545024,0.4040284360189573,0.16824644549763032,0.04739336492890995,0.6528436018957346,13,105208.78884934756,3,1.0,0,3,3,0,0,49,2244,85,11,0,0,1225,0.0,0.667
313,0.402555910543131,7,8.76996805111821,76,468854.6506410256,42,24.089456869009584,0.1597444089456869,6,16.666666666666668,83,26.833333333333332,83,224.16666666666666,588,1.56736008E7,520734,11.166666666666666,1284.3333333333333,1.0,0.3333333333333333,2,202,0.4306930693069307,0.41089108910891087,0.12871287128712872,0.0297029702970297,3.0841584158415842,100,604174.6865671641,16,1.0,0,3,4,0,0,0,6222,24,0,0,0,995,0.0,0.472
732,0.2786885245901639,4,3.952185792349727,144,191964.43502051983,12,11.386612021857923,0.17076502732240437,14,0.8571428571428571,10,4.928571428571429,15,20.285714285714285,46,7684068.923076923,84868,9.357142857142858,3877.285714285714,0.2857142857142857,0.0,0,2430,0.31810699588477365,0.3790123456790123,0.25925925925925924,0.043621399176954734,0.32880658436213994,22,61776.27748044463,2,1.0,0,0,9,0,0,145,2407,84,6,0,0,351,0.0,0.222
1155,0.7454545454545455,9,5.8926406926406925,104,128346.78336221837,6,15.217316017316017,0.5541125541125541,1,0.0,0,0.0,0,106.0,106,0.0,2147483647,36.0,14561.0,1.0,0.0,0,837,0.5005973715651135,0.3763440860215054,0.07407407407407407,0.04898446833930705,3.2389486260454,127,146589.5909090909,7,1.0,0,3,5,0,0,69,3743,82,63,0,0,817,0.0,0.444
2,0.0,0,4.5,6,2135678.0,2135678,35.5,0.0,1,3.0,3,0.0,0,47.0,47,0.0,2147483647,6.0,2427.0,1.0,0.0,0,59,0.5084745762711864,0.3898305084745763,0.0847457627118644,0.01694915254237288,1.11864406779661,24,1689596.9655172413,5,1.0,0,0,3,0,0,0,2847,0,0,0,0,626,0.0,0.694
13433,0.5546043326137124,12,3.5076304622943497,621,11142.982876712329,3,29.639842179706694,0.34482245217002905,97,87.29896907216495,2716,21.309278350515463,136,509.44329896907215,11319,876824.3020833334,1703,21.443298969072163,7084.082474226804,0.9484536082474226,8.969072164948454,130,4370,0.6038901601830664,0.28329519450800916,0.07643020594965676,0.03638443935926773,2.6901601830663617,97,33643.26916914626,4,0.3333333333333333,1,3,4,0,7,114,61170,87,4,0,0,1433,0.0,0.472
0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,0.0,0.0,0,305,0.43934426229508194,0.4524590163934426,0.08196721311475409,0.02622950819672131,0.8262295081967214,28,379951.6480263158,4,1.0,1,3,5,0,0,65,1620,59,1,0,0,943,0.0,0.583
118,0.23728813559322035,5,5.779661016949152,37,1255284.5982905983,57,28.3135593220339,0.05084745762711865,0,0.0,0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,0.0,0.0,0,2752,0.32594476744186046,0.5025436046511628,0.1224563953488372,0.04905523255813953,2.667514534883721,104,53104.28462377317,4,0.2727272727272727,0,0,0,0,0,105,13772,123,18,1,0,1146,0.0,0.306
429,0.30303030303030304,4,2.68997668997669,42,339432.03738317755,34,29.107226107226108,0.48484848484848486,31,18.35483870967742,371,7.774193548387097,48,249.32258064516128,3334,4757371.266666667,156797,19.741935483870968,4302.8387096774195,1.0,0.41935483870967744,5,694,0.4092219020172911,0.4265129682997118,0.11815561959654179,0.04610951008645533,1.276657060518732,23,209523.29292929292,10,1.0,1,0,0,0,0,0,7480,58,0,0,0,711,0.0,0.833
330,0.17272727272727273,4,2.703030303030303,23,429714.905775076,30,30.363636363636363,0.0,2,2.0,3,4.0,5,124.5,130,1307231.0,1307231,11.0,2923.0,1.0,3.0,6,62,0.46774193548387094,0.4032258064516129,0.0967741935483871,0.03225806451612903,1.4838709677419355,19,2286483.344262295,127,1.0,0,3,5,0,0,70,2801,21,2,0,0,528,0.0,0.694
773,0.16041397153945666,6,7.203104786545925,91,175837.7810880829,19,33.620957309184995,0.1384217335058215,20,4.4,39,13.95,38,125.0,656,3840566.1578947366,1123,14.7,1266.45,1.0,0.3,6,239,0.5397489539748954,0.3263598326359833,0.09623430962343096,0.03765690376569038,2.297071129707113,14,525096.9579831932,8,1.0,1,3,3,0,0,0,7024,33,0,0,0,964,0.0,0.5
5937,0.4451743304699343,13,8.76318005726798,293,23736.82614555256,7,32.79046656560553,1.224692605693111,77,30.83116883116883,391,28.558441558441558,117,395.16883116883116,2920,1784392.894736842,83,13.532467532467532,4459.103896103896,0.948051948051948,13.974025974025974,195,2620,0.4778625954198473,0.34045801526717556,0.07786259541984733,0.10381679389312977,3.734351145038168,88,53225.61244749904,3,1.0,1,3,7,0,7,34,118676,35,4,0,0,1822,0.0,0.639
186,0.25806451612903225,4,13.85483870967742,96,691139.5027027027,17,36.81720430107527,1.2204301075268817,4,6.0,15,36.25,72,138.25,219,2.0172478333333332E7,2815249,13.5,12967.5,1.0,10.0,16,662,0.49395770392749244,0.3293051359516616,0.13746223564954682,0.03927492447129909,1.4259818731117824,49,195410.55521936459,4,1.0,0,3,5,0,0,0,6679,87,0,0,0,693,0.0,0.528
0,0.0,0,0.0,0,0.0,2147483647,0.0,0.0,133,2.511278195488722,82,3.7669172932330826,32,64.04511278195488,543,858556.7878787878,59,16.57894736842105,6331.518796992481,1.0,1.4661654135338347,27,1601,0.3422860712054966,0.4428482198625859,0.1193004372267333,0.09556527170518427,0.622735790131168,19,84954.61,3,1.0,1,3,7,0,0,100,18187,12,3,3,0,1427,0.0,0.444
519,0.43545279383429675,4,7.094412331406551,59,135571.16795366796,33,30.040462427745666,0.8439306358381503,2,0.0,0,36.0,72,142.5,226,4061979.0,4061979,6.5,3879.0,0.5,14.0,28,533,0.5440900562851783,0.35647279549718575,0.07317073170731707,0.02626641651031895,2.848030018761726,49,144517.17857142858,6,1.0,1,3,3,0,2,0,8072,56,0,0,0,1030,0.0,0.639
